city,city_ascii,lat,lng,admin_name,population,country_id2
Hamburg,Hamburg,53.55,10,Hamburg,1852478,44
Meru,Meru,0.05,37.65,Meru,1833000,34
Brazzaville,Brazzaville,-4.2667,15.2833,Brazzaville,1827000,76
Orlando,Orlando,28.4772,-81.3369,Florida,1822394,10
Fuxin,Fuxin,42.0127,121.6486,Liaoning,1819339,7
Wuwei,Wuwei,37.9278,102.6329,Gansu,1815059,7
Manaus,Manaus,-3.1,-60.0167,Amazonas,1802014,5
BhopÄl,Bhopal,23.25,77.4167,Madhya Pradesh,1798218,3
San Jose,San Jose,37.3019,-121.8486,California,1798103,10
Warsaw,Warsaw,52.23,21.0111,Mazowieckie,1790658,77
Lubumbashi,Lubumbashi,-11.6697,27.4581,Haut-Katanga,1786397,18
Davao,Davao,7.0667,125.6,Davao,1776949,4
Haikou,Haikou,20.02,110.32,Hainan,1776141,7
Shuyangzha,Shuyangzha,34.1299,118.7734,Jiangsu,1770000,7
Damascus,Damascus,33.5131,36.2919,Dimashq,1754000,71
Brussels,Brussels,50.8353,4.3314,Brussels-Capital Region,1743000,78
Lusaka,Lusaka,-15.4167,28.2833,Lusaka,1742979,79
Hyderabad City,Hyderabad City,25.3792,68.3683,Sindh,1732693,17
Budapest,Budapest,47.4983,19.0408,Budapest,1723836,80
Shuozhou,Shuozhou,39.3408,112.4292,Shanxi,1714857,7
Cleveland,Cleveland,41.4767,-81.6804,Ohio,1710093,10
Benxi,Benxi,41.292,123.761,Liaoning,1709538,7
Baiyin,Baiyin,36.5448,104.1766,Gansu,1708751,7
Pittsburgh,Pittsburgh,40.4396,-79.9762,Pennsylvania,1703266,10
Mosul,Mosul,36.3667,43.1167,NÄ«nawÃ¡,1694000,31
Austin,Austin,30.3004,-97.7522,Texas,1687311,10
Patna,Patna,25.61,85.1414,BihÄr,1684222,3
Sanzhou,Sanzhou,30.82,108.4,Chongqing,1680000,7
Beihai,Beihai,21.4667,109.1,Guangxi,1680000,7
Mecca,Mecca,21.4225,39.8261,Makkah al Mukarramah,1675368,30
Heihe,Heihe,50.2458,127.4886,Heilongjiang,1673899,7
Jingdezhen,Jingdezhen,29.2942,117.2036,Jiangxi,1673200,7
Conakry,Conakry,9.538,-13.6773,Conakry,1667864,81
Cincinnati,Cincinnati,39.1413,-84.5061,Ohio,1662691,10
Caloocan City,Caloocan City,14.65,120.9667,Caloocan,1661584,4
Kampala,Kampala,0.3136,32.5811,Kampala,1659600,82
Recife,Recife,-8.0539,-34.8808,Pernambuco,1653461,5
Yushan,Yushan,31.3867,120.9766,Jiangsu,1651200,7
Kansas City,Kansas City,39.1239,-94.5541,Missouri,1636715,10
Zhongli,Zhongli,24.965,121.2168,Taoyuan,1632616,54
Manhattan,Manhattan,40.7834,-73.9662,New York,1628706,10
BilÄspur,Bilaspur,22.15,82.0167,ChhattÄ«sgarh,1625502,3
Semarang,Semarang,-6.9667,110.4167,Jawa Tengah,1621384,2
LudhiÄna,Ludhiana,30.9083,75.8486,Punjab,1618879,3
Chengtangcun,Chengtangcun,35.0833,117.15,Shandong,1603659,7
Novosibirsk,Novosibirsk,55.0333,82.9167,Novosibirskaya Oblastâ€™,1602915,11
Karaj,Karaj,35.8327,50.9915,Alborz,1592492,20
Ä€gra,Agra,27.1724,78.0131,Uttar Pradesh,1592000,3
Indianapolis,Indianapolis,39.7771,-86.1458,Indiana,1588961,10
Wenzhou,Wenzhou,27.9991,120.6561,Zhejiang,1588700,7
LeÃ³n de los Aldama,Leon de los Aldama,21.1167,-101.6833,Guanajuato,1579803,8
KalyÄn,Kalyan,19.2502,73.1602,MahÄrÄshtra,1576614,3
Puebla,Puebla,19.0333,-98.1833,Puebla,1576259,8
Hebi,Hebi,35.7497,114.2887,Henan,1569208,7
ShÄ«rÄz,Shiraz,29.61,52.5425,FÄrs,1565572,20
Columbus,Columbus,39.9862,-82.985,Ohio,1562009,10
Madurai,Madurai,9.9197,78.1194,Tamil NÄdu,1561129,3
Mbuji-Mayi,Mbuji-Mayi,-6.1209,23.5967,KasaÃ¯ Oriental,1559073,18
TabrÄ«z,Tabriz,38.0833,46.2833,Ä€zÌ„arbÄyjÄn-e SharqÄ«,1558693,20
Jamshedpur,Jamshedpur,22.8,86.1833,Jharkhand,1558000,3
Maracaibo,Maracaibo,10.6333,-71.6333,Zulia,1551539,70
Kawasaki,Kawasaki,35.5167,139.7,Kanagawa,1539522,1
Zhangjiajie,Zhangjiajie,29.1255,110.4844,Hunan,1537900,7
Palembang,Palembang,-2.9833,104.7644,Sumatera Selatan,1535952,2
Aba,Aba,5.1167,7.3667,Abia,1530000,15
KÅbe,Kobe,34.6913,135.183,HyÅgo,1513193,1
Charlotte,Charlotte,35.208,-80.8304,North Carolina,1512923,10
Changshu,Changshu,31.65,120.7333,Jiangsu,1510100,7
Lianjiang,Lianjiang,21.6146,110.2794,Guangdong,1509400,7
Ximeicun,Ximeicun,24.9633,118.3811,Fujian,1508000,7
Jianguang,Jianguang,28.1958,115.7833,Jiangxi,1507402,7
Yucheng,Yucheng,29.9888,103.0007,Sichuan,1507258,7
BelÃ©m,Belem,-1.4558,-48.5039,ParÃ¡,1499641,5
Guiping,Guiping,23.4,110.0833,Guangxi,1496904,7
Leizhou,Leizhou,20.9147,110.0806,Guangdong,1494700,7
Gwangju,Gwangju,35.1667,126.9167,Gwangju,1490092,6
Munich,Munich,48.1375,11.575,Bavaria,1488202,44
NÄsik,Nasik,20,73.7833,MahÄrÄshtra,1486053,3
Porto Alegre,Porto Alegre,-30.0328,-51.23,Rio Grande do Sul,1484941,5
Valencia,Valencia,10.1667,-68,Carabobo,1484430,70
Onitsha,Onitsha,6.1667,6.7833,Anambra,1483000,15
Abu Dhabi,Abu Dhabi,24.4511,54.3969,AbÅ« ZÌ§aby,1483000,58
Virginia Beach,Virginia Beach,36.7335,-76.0435,Virginia,1478868,10
Zapopan,Zapopan,20.7167,-103.4,Jalisco,1476491,8
Daejeon,Daejeon,36.351,127.385,Daejeon,1475221,6
Yekaterinburg,Yekaterinburg,56.8356,60.6128,Sverdlovskaya Oblastâ€™,1468833,11
Huazhou,Huazhou,32.6832,112.079,Henan,1468061,7
KyÅto,Kyoto,35.0117,135.7683,KyÅto,1464890,1
Shuangyashan,Shuangyashan,46.6388,131.1545,Heilongjiang,1462626,7
Pizhou,Pizhou,34.3422,118.0097,Jiangsu,1458038,7
El Kelaa des Srarhna,El Kelaa des Srarhna,32.05,-7.4,Marrakech-Safi,1450021,41
Kharkiv,Kharkiv,50,36.2292,Kharkivsâ€™ka Oblastâ€™,1446107,49
Yangshe,Yangshe,31.8775,120.5512,Jiangsu,1432044,7
Guyuan,Guyuan,36.008,106.2782,Ningxia,1426000,7
Muscat,Muscat,23.6139,58.5922,MasqaÅ£,1421409,83
Bronx,Bronx,40.8501,-73.8662,New York,1418207,10
Gaozhou,Gaozhou,21.9135,110.8481,Guangdong,1414100,7
Chizhou,Chizhou,30.6583,117.4849,Anhui,1402518,7
Khulna,Khulna,22.8167,89.55,Khulna,1400689,13
Ulaanbaatar,Ulaanbaatar,47.9214,106.9055,Ulaanbaatar,1396288,84
FarÄ«dÄbÄd,Faridabad,28.4353,77.3147,HaryÄna,1394000,3
GoiÃ¢nia,Goiania,-16.6806,-49.2564,GoiÃ¡s,1393575,5
Fuqing,Fuqing,25.7232,119.3735,Fujian,1390487,7
Pingdu,Pingdu,36.7833,119.9556,Shandong,1378900,7
Belgrade,Belgrade,44.8167,20.4667,Beograd,1378682,85
AurangÄbÄd,Aurangabad,19.88,75.32,MahÄrÄshtra,1371330,3
Yutan,Yutan,28.3147,112.554,Hunan,1368117,7
Milan,Milan,45.4669,9.19,Lombardy,1366180,52
Milwaukee,Milwaukee,43.0642,-87.9673,Wisconsin,1365787,10
Huangshan,Huangshan,29.7132,118.3151,Anhui,1358980,7
Auckland,Auckland,-36.85,174.7833,Auckland,1346091,86
Santiago,Santiago,19.45,-70.7,Cibao Norte,1343423,57
Makassar,Makassar,-5.1331,119.4136,Sulawesi Selatan,1338663,2
Liangshi,Liangshi,27.2578,111.7351,Hunan,1335900,7
RÄjkot,Rajkot,22.2969,70.7984,GujarÄt,1335397,3
Prague,Prague,50.0833,14.4167,"Praha, HlavnÃ­ MÄ›sto",1335084,87
CÃ³rdoba,Cordoba,-31.4167,-64.1833,CÃ³rdoba,1329604,14
Al BaÅŸrah,Al Basrah,30.515,47.81,Al BaÅŸrah,1326564,31
Guarulhos,Guarulhos,-23.4667,-46.5333,SÃ£o Paulo,1324781,5
JuÃ¡rez,Juarez,31.7386,-106.487,Chihuahua,1321004,8
Saitama,Saitama,35.8617,139.6453,Saitama,1320571,1
Montevideo,Montevideo,-34.8667,-56.1667,Montevideo,1319108,88
Xintai,Xintai,35.91,117.78,Shandong,1315942,7
Wusong,Wusong,30.9333,117.7667,Anhui,1311726,7
Meerut,Meerut,28.99,77.7,Uttar Pradesh,1305429,3
Yushu,Yushu,44.8249,126.5451,Jilin,1304436,7
Rongcheng,Rongcheng,26.2312,104.0966,Yunnan,1302891,7
Huazhou,Huazhou,21.654,110.6294,Guangdong,1302100,7
Yangquan,Yangquan,37.8576,113.5762,Shanxi,1300000,7
Baishan,Baishan,41.9377,126.4179,Jilin,1296127,7
Dayan,Dayan,26.8808,100.2208,Yunnan,1296000,7
Adelaide,Adelaide,-34.9275,138.6,South Australia,1295714,39
Haicheng,Haicheng,40.8523,122.7474,Liaoning,1293877,7
Jiangyin,Jiangyin,31.9087,120.2653,Jiangsu,1285785,7
Wuzhong,Wuzhong,37.9874,106.1919,Ningxia,1284000,7
Cacuaco,Cacuaco,-8.7833,13.3667,Luanda,1279488,24
Sofia,Sofia,42.6979,23.3217,Sofia-Grad,1277411,89
Barranquilla,Barranquilla,10.9639,-74.7964,AtlÃ¡ntico,1274250,26
Soweto,Soweto,-26.2678,27.8586,Gauteng,1271628,40
Jabalpur,Jabalpur,23.1667,79.9333,Madhya Pradesh,1267564,3
Rucheng,Rucheng,32.3852,120.5634,Jiangsu,1267066,7
Nizhniy Novgorod,Nizhniy Novgorod,56.3269,44.0075,Nizhegorodskaya Oblastâ€™,1264075,11
Huaiyin,Huaiyin,33.5819,119.028,Jiangsu,1264000,7
Shaoyang,Shaoyang,32.9387,119.8404,Jiangsu,1253548,7
ComayagÃ¼ela,Comayaguela,14.0833,-87.2167,Francisco MorazÃ¡n,1250000,90
Laiwu,Laiwu,36.1833,117.6667,Shandong,1248636,7
Sharjah,Sharjah,25.3575,55.3919,Ash ShÄriqah,1247749,58
Jingling,Jingling,30.6667,113.1667,Hubei,1247400,7
DhanbÄd,Dhanbad,23.7928,86.435,Jharkhand,1246000,3
Kazan,Kazan,55.7908,49.1144,Tatarstan,1243500,11
Yongcheng,Yongcheng,33.9317,116.4459,Henan,1240382,7
Calgary,Calgary,51.05,-114.0667,Alberta,1239220,36
Cáº§n ThÆ¡,Can Tho,10.0333,105.7833,Cáº§n ThÆ¡,1237300,19
Abuja,Abuja,9.0556,7.4914,Federal Capital Territory,1235880,15
Suwon,Suwon,37.2858,127.01,Gyeonggi,1234300,6
Mandalay,Mandalay,21.9831,96.0844,Mandalay,1225546,35
Beidao,Beidao,34.602,105.918,Gansu,1225000,7
Xiangshui,Xiangshui,26.5964,104.8314,Guizhou,1221000,7
Dadukou,Dadukou,26.5849,101.7149,Sichuan,1214121,7
Vila Velha,Vila Velha,3.2167,-51.2167,AmapÃ¡,1209091,5
Providence,Providence,41.823,-71.4187,Rhode Island,1203230,10
Chelyabinsk,Chelyabinsk,55.15,61.4,Chelyabinskaya Oblastâ€™,1202371,11
Qom,Qom,34.64,50.8764,Qom,1201158,20
Mombasa,Mombasa,-4.05,39.6667,Mombasa,1200000,34
Zhangye,Zhangye,38.9355,100.4553,Gansu,1199515,7
VÄrÄnasi,Varanasi,25.3189,83.0128,Uttar Pradesh,1198491,3
Hiroshima,Hiroshima,34.4,132.45,Hiroshima,1198021,1
Maiduguri,Maiduguri,11.8333,13.15,Borno,1197497,15
Rosario,Rosario,-32.9575,-60.6394,Santa Fe,1193605,14
Maputo,Maputo,-25.9153,32.5764,Maputo,1191613,91
Xinyu,Xinyu,27.795,114.9242,Jiangxi,1186700,7
Doha,Doha,25.3,51.5333,Ad Dawá¸©ah,1186023,92
AhvÄz,Ahvaz,31.3203,48.6692,KhÅ«zestÄn,1184788,20
Jacksonville,Jacksonville,30.3322,-81.6749,Florida,1181496,10
Medina,Medina,24.4667,39.6,Al MadÄ«nah al Munawwarah,1180770,30
SrÄ«nagar,Srinagar,34.0911,74.8061,Jammu and KashmÄ«r,1180570,3
Omsk,Omsk,54.9667,73.3833,Omskaya Oblastâ€™,1178391,11
Liaoyuan,Liaoyuan,42.8976,125.1381,Jilin,1176239,7
Yingtan,Yingtan,28.2333,117,Jiangxi,1175000,7
Cilacap,Cilacap,-7.7167,109.017,Jawa Tengah,1174964,2
Pikine,Pikine,14.75,-17.4,Dakar,1170791,93
Samara,Samara,53.1833,50.1167,Samarskaya Oblastâ€™,1169719,11
Guankou,Guankou,28.2363,113.6984,Hunan,1168056,7
Bandar Lampung,Bandar Lampung,-5.4294,105.2625,Lampung,1166761,2
Ulsan,Ulsan,35.55,129.3167,Ulsan,1166033,6
Dingzhou,Dingzhou,38.5158,114.9845,Hebei,1165182,7
Campinas,Campinas,-22.9009,-47.0573,SÃ£o Paulo,1164098,5
Lianyuan,Lianyuan,27.6961,111.6659,Hunan,1162928,7
Rongcheng,Rongcheng,29.8239,112.9019,Hubei,1162770,7
Nay Pyi Taw,Nay Pyi Taw,19.7475,96.115,Nay Pyi Taw,1160242,35
Kaiyuan,Kaiyuan,36.0656,113.8153,Henan,1160000,7
Kigali,Kigali,-1.9536,30.0606,Kigali,1156663,94
Leiyang,Leiyang,26.4179,112.8457,Hunan,1151554,7
Yichun,Yichun,47.7235,128.8893,Heilongjiang,1148126,7
Benin City,Benin City,6.3176,5.6145,Edo,1147188,15
Dakar,Dakar,14.7319,-17.4572,Dakar,1146053,93
Xiantao,Xiantao,30.3833,113.4,Hubei,1140100,7
Birmingham,Birmingham,52.48,-1.9025,Birmingham,1137100,21
Monterrey,Monterrey,25.6667,-100.3,Nuevo LeÃ³n,1135512,8
Amritsar,Amritsar,31.6269,74.877,Punjab,1132383,3
Yingchuan,Yingchuan,34.1511,113.4733,Henan,1131896,7
AlÄ«garh,Aligarh,27.88,78.08,Uttar Pradesh,1131160,3
Callao,Callao,-12.0611,-77.1333,Callao,1129854,23
Nampo,Nampo,38.7689,125.4505,Pâ€™yÅngnam,1127000,53
Tegucigalpa,Tegucigalpa,14.0942,-87.2067,Francisco MorazÃ¡n,1126534,90
Tripoli,Tripoli,32.8752,13.1875,Å¢arÄbulus,1126000,95
Rostov,Rostov,47.2333,39.7167,Rostovskaya Oblastâ€™,1125299,11
Tbilisi,Tbilisi,41.7225,44.7925,Tbilisi,1118035,96
GuwÄhÄti,Guwahati,26.1722,91.7458,Assam,1116267,3
Ufa,Ufa,54.7261,55.9475,Bashkortostan,1115560,11
FÃ¨s,Fes,34.0433,-5.0033,FÃ¨s-MeknÃ¨s,1112072,41
Ciudad NezahualcÃ³yotl,Ciudad Nezahualcoyotl,19.41,-99.03,MÃ©xico,1109363,8
BiÃªn HÃ²a,Bien Hoa,10.9508,106.8221,Äá»“ng Nai,1104000,19
Ikare,Ikare,7.5304,5.76,Ondo,1099931,15
Salt Lake City,Salt Lake City,40.7777,-111.9306,Utah,1098526,10
Bhilai,Bhilai,21.2186,81.4314,ChhattÄ«sgarh,1097000,3
Xibeijie,Xibeijie,39.737,98.5049,Gansu,1095947,7
Tamale,Tamale,9.4075,-0.8533,Northern,1095808,62
Hanchuan,Hanchuan,30.652,113.8274,Hubei,1092700,7
Gongzhuling,Gongzhuling,43.5036,124.8088,Jilin,1092692,7
Nâ€™Djamena,N'Djamena,12.11,15.05,Ville de Nâ€™DjamÃ©na,1092066,97
Copenhagen,Copenhagen,55.6805,12.5615,Hovedstaden,1085000,98
Krasnoyarsk,Krasnoyarsk,56.0089,92.8719,Krasnoyarskiy Kray,1083865,11
Cologne,Cologne,50.9422,6.9578,North Rhine-Westphalia,1083498,44
Yicheng,Yicheng,31.3697,119.8239,Jiangsu,1082929,7
Zhufeng,Zhufeng,36,119.4167,Shandong,1081960,7
Nashville,Nashville,36.1715,-86.7843,Tennessee,1081903,10
Nur-Sultan,Nur-Sultan,51.1333,71.4333,Astana,1078362,72
SÃ£o GonÃ§alo,Sao Goncalo,-22.8269,-43.0539,Rio de Janeiro,1077687,5
NezahualcÃ³yotl,Nezahualcoyotl,19.4,-98.9889,MÃ©xico,1077208,8
HÄora,Haora,22.5736,88.3251,West Bengal,1077075,3
Yerevan,Yerevan,40.1814,44.5144,Yerevan,1075800,99
Richmond,Richmond,37.5295,-77.4756,Virginia,1075798,10
Vereeniging,Vereeniging,-26.6736,27.9319,Gauteng,1074000,40
Taixing,Taixing,32.1724,120.0142,Jiangsu,1073921,7
SÃ£o LuÃ­s,Sao Luis,-2.53,-44.3028,MaranhÃ£o,1073893,5
San Pedro Sula,San Pedro Sula,15.5,-88.0333,CortÃ©s,1073824,90
RÄnchi,Ranchi,23.3556,85.3347,Jharkhand,1073440,3
Gwalior,Gwalior,26.215,78.1931,Madhya Pradesh,1069276,3
Memphis,Memphis,35.1046,-89.9773,Tennessee,1066967,10
Edmonton,Edmonton,53.5344,-113.4903,Alberta,1062643,36
Goyang,Goyang,37.6564,126.835,Gyeonggi,1061929,6
Mizhou,Mizhou,35.99,119.3801,Shandong,1060000,7
Xishan,Xishan,27.6609,113.4946,Hunan,1060000,7
Ezhou,Ezhou,30.3972,114.8842,Hubei,1059700,7
Barquisimeto,Barquisimeto,10.0678,-69.3467,Lara,1059092,70
Hegang,Hegang,47.3139,130.2775,Heilongjiang,1058665,7
Sendai,Sendai,38.2683,140.8694,Miyagi,1058070,1
Tunis,Tunis,36.8008,10.18,Tunis,1056247,102
Bishkek,Bishkek,42.8667,74.5667,Bishkek,1053900,101
Mexicali,Mexicali,32.6633,-115.4678,Baja California,1049792,8
BezwÄda,Bezwada,16.5167,80.6167,Andhra Pradesh,1048240,3
Perm,Perm,58.0139,56.2489,Permskiy Kray,1048005,11
Voronezh,Voronezh,51.6717,39.2106,Voronezhskaya Oblastâ€™,1047549,11
Changwon,Changwon,35.2281,128.6811,Gyeongnam,1046054,6
Zhongwei,Zhongwei,37.5139,105.1884,Ningxia,1046000,7
Shouguang,Shouguang,36.8833,118.7333,Shandong,1039205,7
Raleigh,Raleigh,35.8325,-78.6435,North Carolina,1038738,10
Cartagena,Cartagena,10.4236,-75.5253,BolÃ­var,1036412,26
Jodhpur,Jodhpur,26.2944,73.0278,RÄjasthÄn,1033918,3
Matola,Matola,-25.9667,32.4667,Maputo,1032197,91
Ogbomoso,Ogbomoso,8.1333,4.25,Oyo,1032000,15
Bogor,Bogor,-6.5917,106.8,Jawa Barat,1030720,2
Taizhou,Taizhou,28.6583,121.4221,Zhejiang,1030200,7
Bagam,Bagam,1.0678,104.0167,Kepulauan Riau,1029808,2
Managua,Managua,12.15,-86.2667,Managua,1028808,105
Shymkent,Shymkent,42.3,69.6,OngtÃ¼stik Qazaqstan,1028673,72
Niamey,Niamey,13.5086,2.1111,Niamey,1026848,104
ChandÄ«garh,Chandigarh,30.7353,76.7911,ChandÄ«garh,1026459,3
ShubrÄ al Khaymah,Shubra al Khaymah,30.1286,31.2422,Al QalyÅ«bÄ«yah,1025569,9
MaceiÃ³,Maceio,-9.6658,-35.735,Alagoas,1025360,5
Wafangdian,Wafangdian,39.6271,121.9972,Liaoning,1024876,7
Zhongxiang,Zhongxiang,31.169,112.5853,Hubei,1022514,7
Monrovia,Monrovia,6.3106,-10.8047,Montserrado,1021762,106
New Orleans,New Orleans,30.0687,-89.9288,Louisiana,1020886,10
Odesa,Odesa,46.4775,30.7326,Odesâ€™ka Oblastâ€™,1017699,49
Volgograd,Volgograd,48.7086,44.5147,Volgogradskaya Oblastâ€™,1015586,11
Islamabad,Islamabad,33.6989,73.0369,IslÄmÄbÄd,1014825,17
Mysore,Mysore,12.3086,76.6531,KarnÄtaka,1014227,3
Xinyi,Xinyi,22.3559,110.9369,Guangdong,1013900,7
Thá»§ Äá»©c,Thu Duc,10.7924,106.7518,Há»“ ChÃ­ Minh,1013795,19
Villahermosa,Villahermosa,17.9892,-92.9281,Tabasco,1013484,8
Raipur,Raipur,21.2379,81.6337,ChhattÄ«sgarh,1010087,3
Arequipa,Arequipa,-16.3988,-71.5369,Arequipa,1008290,23
Port Harcourt,Port Harcourt,4.75,7,Rivers,1005904,15
Louisville,Louisville,38.1663,-85.6485,Kentucky,1005654,10
Zaoyang,Zaoyang,32.1287,112.7581,Hubei,1004741,7
Xingyi,Xingyi,25.091,104.9011,Guizhou,1004132,7
Shuizhai,Shuizhai,33.4433,114.8994,Henan,1003698,7
Kota,Kota,25.18,75.83,RÄjasthÄn,1001694,3
Quetta,Quetta,30.192,67.007,BalochistÄn,1001205,17
Bareilly,Bareilly,28.364,79.415,Uttar Pradesh,1000000,3
Quáº£ng HÃ ,Quang Ha,16.06,108.25,Quáº£ng Nam,1000000,19
Xingcheng,Xingcheng,24.1681,115.6669,Guangdong,993000,7
Dongtai,Dongtai,32.8534,120.3037,Jiangsu,990306,7
Ottawa,Ottawa,45.4247,-75.695,Ontario,989567,36
Port-au-Prince,Port-au-Prince,18.5425,-72.3386,Ouest,987310,107
Yingcheng,Yingcheng,24.1878,113.4042,Guangdong,986400,7
Luocheng,Luocheng,22.7645,111.5745,Guangdong,984100,7
Pekanbaru,Pekanbaru,0.5333,101.45,Riau,983356,2
Chiba,Chiba,35.6073,140.1064,Chiba,981738,1
Dnipro,Dnipro,48.4675,35.04,Dnipropetrovsâ€™ka Oblastâ€™,980948,49
Danyang,Danyang,31.9948,119.575,Jiangsu,980662,7
Natal,Natal,-6.9838,-60.2699,Amazonas,980588,5
Nada,Nada,19.5,109.5833,Hainan,977700,7
Zamboanga City,Zamboanga City,6.9167,122.0833,Zamboanga,977234,4
Stockholm,Stockholm,59.3294,18.0686,Stockholm,975819,108
Kathmandu,Kathmandu,27.7167,85.3667,BÄgmatÄ«,975453,103
Kirkuk,Kirkuk,35.4667,44.4,KirkÅ«k,975000,31
Oklahoma City,Oklahoma City,35.4676,-97.5136,Oklahoma,972943,10
Huilong,Huilong,31.8131,121.6574,Jiangsu,972525,7
Wuchuan,Wuchuan,21.4283,110.7749,Guangdong,972400,7
Naples,Naples,40.8333,14.25,Campania,966144,52
Cebu City,Cebu City,10.293,123.902,Cebu,964169,4
Asmara,Asmara,15.3333,38.9167,Maâ€™Äkel,963000,109
Morelia,Morelia,19.7683,-101.1894,MichoacÃ¡n de Ocampo,962555,8
Shaoxing,Shaoxing,30,120.5833,Zhejiang,961200,7
Al ManÅŸÅ«rah,Al Mansurah,31.05,31.3833,Ad DaqahlÄ«yah,960423,9
Coimbatore,Coimbatore,11,76.9667,Tamil NÄdu,959823,3
Taishan,Taishan,22.2486,112.785,Guangdong,953900,7
Fangchenggang,Fangchenggang,21.6,108.3,Guangxi,953300,7
SolÄpur,Solapur,17.6715,75.9104,MahÄrÄshtra,951558,3
Freetown,Freetown,8.4833,-13.2331,Western Area,951000,110
Santo Domingo Este,Santo Domingo Este,18.4855,-69.8734,Ozama,948855,57
SÅngnam,Songnam,37.4386,127.1378,Gyeonggi,948757,6
Vientiane,Vientiane,17.9667,102.6,Viangchan,948487,111
Tangier,Tangier,35.7767,-5.8039,Tanger-TÃ©touan-Al HoceÃ¯ma,947952,41
Anqiu,Anqiu,36.3619,119.1072,Shandong,947723,7
Feicheng,Feicheng,36.186,116.772,Shandong,946627,7
KermÄnshÄh,Kermanshah,34.3167,47.0686,KermÄnshÄh,945651,20
Setagaya,Setagaya,35.6464,139.6533,TÅkyÅ,940509,1
Khartoum North,Khartoum North,15.6333,32.6333,Khartoum,936349,32
Meishan,Meishan,34.1736,112.839,Henan,936000,7
Kisangani,Kisangani,0.5153,25.1911,Tshopo,935977,18
KitakyÅ«shÅ«,Kitakyushu,33.8833,130.8833,Fukuoka,935084,1
Aguascalientes,Aguascalientes,21.876,-102.296,Aguascalientes,934424,8
Donetsk,Donetsk,48.0089,37.8042,Donetsâ€™ka Oblastâ€™,929063,49
Marrakech,Marrakech,31.6295,-7.9811,Marrakech-Safi,928850,41
Taihe,Taihe,30.8706,105.3784,Sichuan,924531,7
Bridgeport,Bridgeport,41.1918,-73.1953,Connecticut,924449,10
Xinâ€™an,Xin'an,34.3662,118.3369,Jiangsu,920628,7
Taihecun,Taihecun,45.768,131.0063,Heilongjiang,920471,7
Trujillo,Trujillo,-8.1119,-79.0289,La Libertad,919899,23
Jerusalem,Jerusalem,31.7833,35.2167,Jerusalem,919438,112
Trichinopoly,Trichinopoly,10.8269,78.6928,Tamil NÄdu,916857,3
Padang,Padang,-0.9556,100.3606,Sumatera Barat,914970,2
Buffalo,Buffalo,42.9016,-78.8487,New York,914341,10
Qingzhou,Qingzhou,36.6967,118.4797,Shandong,914047,7
Lichuan,Lichuan,30.2965,108.9378,Hubei,913700,7
Naucalpan de JuÃ¡rez,Naucalpan de Juarez,19.4753,-99.2378,MÃ©xico,913681,8
Daye,Daye,30.1003,114.9699,Hubei,909724,7
Fort Worth,Fort Worth,32.7811,-97.3473,Texas,909585,10
Hengzhou,Hengzhou,22.6896,109.2674,Guangxi,908400,7
Owerri,Owerri,5.4833,7.0333,Imo,908109,15
Campo Grande,Campo Grande,-20.4686,-54.6222,Mato Grosso do Sul,906092,5
Zhuanghe,Zhuanghe,39.6896,122.9664,Liaoning,905852,7
Hartford,Hartford,41.7661,-72.6834,Connecticut,905152,10
Bobo-Dioulasso,Bobo-Dioulasso,11.1833,-4.2833,Hauts-Bassins,903887,60
Ad DammÄm,Ad Dammam,26.4333,50.1,Ash SharqÄ«yah,903312,30
Lhasa,Lhasa,29.6458,91.1408,Tibet,902500,7
Jiaozhou,Jiaozhou,36.2481,119.9625,Shandong,900500,7
MÃ©rida,Merida,20.97,-89.62,YucatÃ¡n,892363,8
Yangchun,Yangchun,22.1717,111.7846,Guangdong,891800,7
Hubli,Hubli,15.3619,75.1231,KarnÄtaka,890000,3
Bangui,Bangui,4.3732,18.5628,Bangui,889231,113
Abeokuta,Abeokuta,7.15,3.35,Ogun,888924,15
CancÃºn,Cancun,21.1606,-86.8475,Quintana Roo,888797,8
Tucson,Tucson,32.1545,-110.8782,Arizona,888486,10
Antipolo,Antipolo,14.5842,121.1763,Rizal,887399,4
Dengtalu,Dengtalu,36.0819,114.3481,Henan,887000,7
Taguig City,Taguig City,14.5167,121.05,Taguig,886722,4
Krasnodar,Krasnodar,45.0333,38.9833,Krasnodarskiy Kray,881476,11
Panama City,Panama City,9,-79.5,PanamÃ¡,880691,114
Chihuahua,Chihuahua,28.6353,-106.0889,Chihuahua,878062,8
Klang,Klang,3.0333,101.45,Selangor,878000,25
Natal,Natal,-5.795,-35.2089,Rio Grande do Norte,877662,5
Ar RamÄdÄ«,Ar Ramadi,33.4258,43.2992,Al AnbÄr,874543,31
Laiyang,Laiyang,36.9758,120.7136,Shandong,874127,7
Jalandhar,Jalandhar,31.3256,75.5792,Punjab,873725,3
Kaifeng Chengguanzhen,Kaifeng Chengguanzhen,34.8519,114.3481,Henan,872000,7
Turin,Turin,45.0667,7.7,Piedmont,870952,52
Gaomi,Gaomi,36.3833,119.75,Shandong,868715,7
Marseille,Marseille,43.2964,5.37,Provence-Alpes-CÃ´te dâ€™Azur,868277,22
Bucheon,Bucheon,37.4989,126.7831,Gyeonggi,867678,6
Ipoh,Ipoh,4.6,101.07,Perak,866772,25
